,target,plat,recette
9081,apéritifdînatoire,caviar d'aubergines au cooking chef,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9082,apéritifdînatoire,caviar d'aubergines aux olives noires,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9083,bouchéeouamuse-bouche,chausson à la viande,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9084,bouchéeouamuse-bouche,chausson à la viande et aux asperges,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9085,bouchéeouamuse-bouche,chausson à la viande hachée,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9086,bouchéeouamuse-bouche,chausson au munster,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9087,bouchéeouamuse-bouche,chausson au potiron,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9088,bouchéeouamuse-bouche,"chausson au thon, piment et champignons","farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9089,bouchéeouamuse-bouche,chausson aux blettes et à la viande,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9090,bouchéeouamuse-bouche,chausson aux blettes et au brocciu (bastelles corses),"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9091,bouchéeouamuse-bouche,chausson aux lardones et aux légumes,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9092,bouchéeouamuse-bouche,chausson aux légumes et au jambon façon camila,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9093,bouchéeouamuse-bouche,chausson aux poireaux et jambon façon pitchoune,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9094,bouchéeouamuse-bouche,chausson aux sardines et olives noires,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9095,bouchéeouamuse-bouche,chausson campagnard,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9096,bouchéeouamuse-bouche,chausson chèvre-jambon,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9097,bouchéeouamuse-bouche,chausson courgettes lardons,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9098,bouchéeouamuse-bouche,chausson d'agneau aux chicons sucrés,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9099,bouchéeouamuse-bouche,chausson de coquilles st jacques au curry ,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9100,bouchéeouamuse-bouche,chausson de pommes de terre au boeuf,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9101,bouchéeouamuse-bouche,chausson de viande aux épices d'emilie,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9102,bouchéeouamuse-bouche,chausson dijonnais au thon et à la tomate ,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9103,bouchéeouamuse-bouche,chausson endive et bacon,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9104,bouchéeouamuse-bouche,chausson épinard jambon cheddar,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9105,bouchéeouamuse-bouche,chausson forestier,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9106,bouchéeouamuse-bouche,chausson garni,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9107,bouchéeouamuse-bouche,chausson jambon ciboulette,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9108,bouchéeouamuse-bouche,chausson jambon-oignons,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9109,bouchéeouamuse-bouche,chausson munster et bacon,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9110,bouchéeouamuse-bouche,chausson pomme champignons,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9111,bouchéeouamuse-bouche,chausson vichy au jambon,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9112,bouchéeouamuse-bouche,chaussons à l'agneau,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9143,abats,délice de foie gras sur lit de volaille,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9144,abats,dim sum au foie gras,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9145,abats,dinde farcie aux foies et sa poêlée de marrons et chipolatas,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9146,abats,eclairs aux foies de volaille,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9147,abats,escalopes de foie de canard au miel,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9148,abats,escalopes de foie gras aux mangues,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9149,abats,faisan aux raisins farci au foie gras et à la truffe,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9150,abats,feuillantines au foie gras de mazères,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9151,abats,feuilles de chou au foie gras et noisettes,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9152,abats,"feuilleté au poulet, poireau, chanterelles et foie gras","farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9153,abats,feuilleté d'épinards et foie gras,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9154,abats,feuilletés au foie gras,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9155,abats,feuilletés au foie gras et au miel,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9156,abats,feuilletés moelleux au foie gras et girolles,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9157,abats,flan de foie gras sur lit de confiture de figues,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9158,abats,fleurs de courgettes farcies au foie gras (de la reine christine),"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9159,abats,foie à la sauge,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9160,abats,foie de génisse ninane au vin,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9161,abats,foie de lotte en conserve,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9162,abats,foie de veau au caramel de citron,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9163,abats,foie de veau au vinaigre et à la poitrine fumée,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9164,abats,foie de veau mallorquin,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9165,abats,foie de volaille caramélisé,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9166,abats,foie frais aux endives et aux poires,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9167,abats,foie gras au micro-onde et son croustillant d'été,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9168,abats,foie gras au mousseux en terrine,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9169,abats,foie gras aux figues et pommes,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9170,abats,foie gras aux figues façon crumble,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9171,abats,foie gras des îles,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9172,abats,foie gras en croûte,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9173,poisson,pavés de saumon au curry,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9174,poisson,pavés de saumon aux lentilles,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9175,poisson,quiche facile aux brocolis et saumon,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9176,poisson,roulé de filet de merlan au chorizo,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9177,poisson,saumon au four,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9178,poisson,saumon en croûte de sel aux épices,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9179,poisson,saumon en papillote à l'estragon,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9180,poisson,saumon en papillote aux épices,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9181,poisson,soupe de poissons au safran,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9182,poisson,ailes de raie en papillote,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9183,poisson,aumonières de saumon au tokay (facile),"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9184,poisson,bar baronne en papillote,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9185,poisson,bar en croûte,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9186,poisson,bar en croûte de pommes de terre et d'oignon,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9187,poisson,bouillabaisse,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9188,poisson,bouillabaisse de légumes aux oeufs,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9189,poisson,bouillabaisse de morue,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9190,poisson,bouillabaisse du cabanon,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9191,poisson,bouillabaisse rapide,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9192,poisson,cabillaud pané à la bière,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9193,poisson,ceviche de dos de cabillaud,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9194,poisson,chausson de dos de cabillaud rémoulade en julienne de légumes,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9195,poisson,clafoutis de légumes et cabillaud,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9196,poisson,clafoutis rapide à la sardine,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9197,poisson,coeur de cabillaud pané aux tomates séchées et vinaigrette...,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9198,poisson,colin mozzarella lardon en papillote,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9199,poisson,colombo de darne de thon,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9200,poisson,curry rapide de thon et pommes de terre,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9201,poisson,darnes de saumon en papillote de pac,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9202,poisson,daurade au four et sauce aux avocats,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9203,"pâtes,riz,semoule",blanquette de veau et riz,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9204,"pâtes,riz,semoule",délicieuses lasagnes d'automne,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9205,"pâtes,riz,semoule",lasagne aux épinards et au boeuf,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9206,"pâtes,riz,semoule",nouilles chinoises au curry de légumes,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9207,"pâtes,riz,semoule",pâtes sauce gorgonzola très simple,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9208,"pâtes,riz,semoule",poêlée de riz au chorizo façon paëlla,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9209,"pâtes,riz,semoule",quinoa au brocoli,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9210,"pâtes,riz,semoule",tagliatelles au thon et câpres,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9211,"pâtes,riz,semoule",gratin riz thon tomates,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9212,"pâtes,riz,semoule",pâtes à l'ail et au basilic,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9213,"pâtes,riz,semoule","pâtes complètes à la vache qui rit, aux oeufs et au jambon","farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9214,"pâtes,riz,semoule",risotto à la crème de langoustine,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9215,"pâtes,riz,semoule",riz à l'espagnole,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9216,"pâtes,riz,semoule","pâtes au thon, crème à l'ail et au citron","farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9217,"pâtes,riz,semoule",cannelloni au brocciu de jeanne,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9218,"pâtes,riz,semoule",saumon au four et riz,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9219,"pâtes,riz,semoule",tagliatelles au pastis,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9220,"pâtes,riz,semoule",coquillettes et knack en gratin,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9221,"pâtes,riz,semoule","gnocchi de patate douce, sauce aux champignons et burrata","farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9222,"pâtes,riz,semoule",riz au boeuf épicé (île maurice),"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9223,"pâtes,riz,semoule",lasagne al forno (recette italienne),"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9224,"pâtes,riz,semoule",lasagnes au thon et petits légumes,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9225,"pâtes,riz,semoule",lasagnes express,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9226,"pâtes,riz,semoule",pâtes sautées au ketchup,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9227,"pâtes,riz,semoule",risotto aux courgettes et au chorizo,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9228,"pâtes,riz,semoule",légumes farcis à la viande et au riz,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9229,"pâtes,riz,semoule",pâtes carbonara à la sauce soja,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9230,"pâtes,riz,semoule",riz pilaf exquis à l'escalope de dinde,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9231,"pâtes,riz,semoule",salade de penne au poulet,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9232,"pâtes,riz,semoule","risotto à la patate douce, poulet et champignons","farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9233,fruitsdemer,cocotte de poisson et moules façon maya,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9234,fruitsdemer,coquilles saint jacques farcies et gratinées,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9235,fruitsdemer,gambas flambées au whisky sur lit de crème,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9236,fruitsdemer,glace à l'avocat avec crevettes,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9237,fruitsdemer,moules au gorgonzola,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9238,fruitsdemer,poulpe frais à ma façon,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9239,fruitsdemer,"salade crevettes, papaye et mangue","farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9240,fruitsdemer,tartare saumon crevettes et mangue,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9241,fruitsdemer,"crevettes ail, gingembre, safran et sauce à l'orange","farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9242,fruitsdemer,huîtres gratinées toutes simples,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9243,fruitsdemer,noix de saint jacques en papillote,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9244,fruitsdemer,"poelée de st jacques,saumon et crevettes","farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9245,fruitsdemer,saint-jacques et gambas marinées aux agrumes,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9246,fruitsdemer,verrines exotiques à la saint-jacques,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9247,fruitsdemer,cake crevettes brocoli,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9248,fruitsdemer,calamars au curry,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9249,fruitsdemer,cassolette de saint-jacques au chorizo,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9250,fruitsdemer,civet de poulpes (ourites),"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9251,fruitsdemer,coquilles saint jacques au pastis,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9252,fruitsdemer,fricassée de coquilles saint-jacques,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9253,fruitsdemer,lentilles corail aux crevettes,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9254,fruitsdemer,moules carbonara,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9255,fruitsdemer,noix de saint jacques à la gueuze sur lit de chicon,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9256,fruitsdemer,poulpe cuisinés à la grecque,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9257,fruitsdemer,rissois aux crevettes (petits beignets du portugal),"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9258,fruitsdemer,coquille saint jacques nature 'manguite' ,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9259,fruitsdemer,coquilles st jacques exquises au cognac et crevettes,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9260,fruitsdemer,langouste et st jacques sur lit de poireaux,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9261,fruitsdemer,langoustines à la bisque de homard ,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9262,fruitsdemer,moules au safran,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9263,gâteau,le merveilleux chocolat ,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9264,gâteau,cake anglais aux fruits confits,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9265,gâteau,gâteau aux pépites de chocolat thermomix,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9266,gâteau,petits biscuits au chocolat fondant,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9267,gâteau,gateau aux pommes champêtre,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9268,gâteau,petit cake anti-gaspi aux peaux de bananes,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9269,gâteau,gateau au yaourt kaki-banane,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9270,gâteau,gâteau au yaourt orange-olive,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9271,gâteau,makrout el louz,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9272,gâteau,financiers aux cerises griottes,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9273,gâteau,gâteau aux langues de chat ,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9274,gâteau,quatre-quart marbré aux pépites de chocolat,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9275,gâteau,gâteau au yaourt simple,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9276,gâteau,cookies à la noisette,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9277,gâteau,décorer les cupcakes,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9278,gâteau,moelleux au chocolat amer,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9279,gâteau,gâteau de pâtisserie appelé figue,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9280,gâteau,gâteau moelleux chocolat-coco sans oeufs sans beurre,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9281,gâteau,biscuits aux noisettes rapides,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9282,gâteau,cake banane / yaourt léger et moelleux,"farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
9283,gâteau,"gâteau léger à la poêle pommes, cannelle et skyr","farine, levure chimique, huile d'olive, beurre, tomate, lardons, dés de jambon, oeuf, lait, basilic, olives vertes"
