target,plat,url
dessertglacé,Tarte aux framboises et granité de citrons verts,https://www.marmiton.org/recettes/recette_tarte-aux-framboises-et-granite-de-citrons-verts_93388.aspx
dessertglacé,Tarte aux pommes à l'alsacienne/Apfelkuche,https://www.marmiton.org/recettes/recette_tarte-aux-pommes-a-l-alsacienne-apfelkuche_372939.aspx
dessertglacé,Tulipes garnies de sorbet framboise et de groseilles,https://www.marmiton.org/recettes/recette_tulipes-garnies-de-sorbet-framboise-et-de-groseilles_19988.aspx
dessertglacé,Yaourt glacé au beurre de cacahuète et chocolat,https://www.marmiton.org/recettes/recette_yaourt-glace-au-beurre-de-cacahuete-et-chocolat_530549.aspx
tarte,"Tarte aux pommes, coings et flocons d'avoine",https://www.marmiton.org/recettes/recette_tarte-aux-pommes-coings-et-flocons-d-avoine_342845.aspx
tarte,Tartelettes aux fraises et crème diplomate,https://www.marmiton.org/recettes/recette_tartelettes-aux-fraises-et-creme-diplomate_527933.aspx
tarte,Tarte à la rhubarbe et au chocolat,https://www.marmiton.org/recettes/recette_tarte-a-la-rhubarbe-et-au-chocolat_28242.aspx
tarte,Tarte à la rhubarbe et aux bananes,https://www.marmiton.org/recettes/recette_tarte-a-la-rhubarbe-et-aux-bananes_27363.aspx
tarte,Tarte aux abricots façon crumble,https://www.marmiton.org/recettes/recette_tarte-aux-abricots-facon-crumble_30916.aspx
tarte,Tarte aux fraises et aux myrtilles,https://www.marmiton.org/recettes/recette_tarte-aux-fraises-et-myrtilles_322123.aspx
tarte,Tarte des iles au chocolat noir,https://www.marmiton.org/recettes/recette_tarte-des-iles-au-chocolat-noir_22677.aspx
tarte,Tarte rustique abricots et groseilles,https://www.marmiton.org/recettes/recette_tarte-rustique-abricots-et-groseilles_531546.aspx
tarte,Tarte aux pommes aux speculoos façon crumble,https://www.marmiton.org/recettes/recette_tarte-aux-pommes-crumble-speculoos_224092.aspx
tarte,Tarte aux Quetsches briochée (de maman),https://www.marmiton.org/recettes/recette_tarte-aux-quetsches-briochee-de-maman_31941.aspx
tarte,Tarte choco-poires,https://www.marmiton.org/recettes/recette_tarte-choco-poires_16757.aspx
tarte,Pâte sablée pour quiche,https://www.marmiton.org/recettes/recette_pate-sablee-pour-quiche_528520.aspx
tarte,Tarte aux framboise sur lit de chocolat blanc,https://www.marmiton.org/recettes/recette_tarte-aux-framboise-sur-lit-de-chocolat-blanc_92549.aspx
tarte,Tarte aux pommes golden,https://www.marmiton.org/recettes/recette_tarte-aux-pommes-golden_164921.aspx
tarte,Tarte banane framboises,https://www.marmiton.org/recettes/recette_tarte-banane-framboises_41723.aspx
tarte,Tarte tatin aux figues violettes,https://www.marmiton.org/recettes/recette_tarte-tatin-aux-figues-violettes_172630.aspx
tarte,Tarte aux fraises,https://www.marmiton.org/recettes/recette_tarte-aux-fraises_22643.aspx
tarte,Tarte aux fraises et crème pâtissière au basilic,https://www.marmiton.org/recettes/recette_tarte-aux-fraises-et-creme-patissiere-au-basilic_528006.aspx
tarte,Tarte aux fraises revisitée,https://www.marmiton.org/recettes/recette_tarte-aux-fraises-revisitee_308336.aspx
tarte,Tarte aux groseilles et amandes,https://www.marmiton.org/recettes/recette_tarte-aux-groseilles-et-amandes_39283.aspx
tarte,Tarte pêche - rhubarbe,https://www.marmiton.org/recettes/recette_tarte-peche-rhubarbe_229710.aspx
tarte,"Tarte alsacienne facile aux poires, aux amandes et vanille",https://www.marmiton.org/recettes/recette_tarte-alsacienne-aux-poires-et-aux-amendes-vanille_321600.aspx
tarte,Tarte au sucre au beurre salé,https://www.marmiton.org/recettes/recette_tarte-au-sucre-au-beurre-sale_56134.aspx
tarte,Tarte aux fraises et basilic,https://www.marmiton.org/recettes/recette_tarte-aux-fraises-et-basilic_229288.aspx
tarte,Tarte aux oreillons de pêches et aux amandes,https://www.marmiton.org/recettes/recette_tarte-aux-oreillons-de-peches-et-aux-amandes_29808.aspx
tarte,Tarte aux pommes à la cannelle,https://www.marmiton.org/recettes/recette_tarte-aux-pommes-a-la-cannelle_12925.aspx
tarte,Tarte flan aux fruits rouges meringuée,https://www.marmiton.org/recettes/recette_tarte-flan-aux-fruits-rouges-meringuee_50130.aspx
tarte,Tarte poire et chocolat au Cooking Chef,https://www.marmiton.org/recettes/recette_tarte-poire-et-chocolat-au-cooking-chef_383826.aspx
tarte,Tarte Tropézienne à la fleur d'oranger,https://www.marmiton.org/recettes/recette_tarte-tropezienne-a-la-fleur-d-oranger_92700.aspx
tarte,Tartelette de fraise à la crème Tagada,https://www.marmiton.org/recettes/recette_tartelette-de-fraise-a-la-creme-tagada_324562.aspx
tarte,"Tarte aux pommes, coings et flocons d'avoine",https://www.marmiton.org/recettes/recette_tarte-aux-pommes-coings-et-flocons-d-avoine_342845.aspx
tarte,Tartelettes aux fraises et crème diplomate,https://www.marmiton.org/recettes/recette_tartelettes-aux-fraises-et-creme-diplomate_527933.aspx
tarte,Tarte à la rhubarbe et au chocolat,https://www.marmiton.org/recettes/recette_tarte-a-la-rhubarbe-et-au-chocolat_28242.aspx
tarte,Tarte à la rhubarbe et aux bananes,https://www.marmiton.org/recettes/recette_tarte-a-la-rhubarbe-et-aux-bananes_27363.aspx
tarte,Tarte aux abricots façon crumble,https://www.marmiton.org/recettes/recette_tarte-aux-abricots-facon-crumble_30916.aspx
tarte,Tarte aux fraises et aux myrtilles,https://www.marmiton.org/recettes/recette_tarte-aux-fraises-et-myrtilles_322123.aspx
tarte,Tarte des iles au chocolat noir,https://www.marmiton.org/recettes/recette_tarte-des-iles-au-chocolat-noir_22677.aspx
tarte,Tarte rustique abricots et groseilles,https://www.marmiton.org/recettes/recette_tarte-rustique-abricots-et-groseilles_531546.aspx
tarte,Tarte aux pommes aux speculoos façon crumble,https://www.marmiton.org/recettes/recette_tarte-aux-pommes-crumble-speculoos_224092.aspx
tarte,Tarte aux Quetsches briochée (de maman),https://www.marmiton.org/recettes/recette_tarte-aux-quetsches-briochee-de-maman_31941.aspx
tarte,Tarte choco-poires,https://www.marmiton.org/recettes/recette_tarte-choco-poires_16757.aspx
tarte,Pâte sablée pour quiche,https://www.marmiton.org/recettes/recette_pate-sablee-pour-quiche_528520.aspx
tarte,Tarte aux framboise sur lit de chocolat blanc,https://www.marmiton.org/recettes/recette_tarte-aux-framboise-sur-lit-de-chocolat-blanc_92549.aspx
tarte,Tarte aux pommes golden,https://www.marmiton.org/recettes/recette_tarte-aux-pommes-golden_164921.aspx
tarte,Tarte banane framboises,https://www.marmiton.org/recettes/recette_tarte-banane-framboises_41723.aspx
tarte,Tarte tatin aux figues violettes,https://www.marmiton.org/recettes/recette_tarte-tatin-aux-figues-violettes_172630.aspx
tarte,Tarte aux fraises,https://www.marmiton.org/recettes/recette_tarte-aux-fraises_22643.aspx
tarte,Tarte aux fraises et crème pâtissière au basilic,https://www.marmiton.org/recettes/recette_tarte-aux-fraises-et-creme-patissiere-au-basilic_528006.aspx
tarte,Tarte aux fraises revisitée,https://www.marmiton.org/recettes/recette_tarte-aux-fraises-revisitee_308336.aspx
tarte,Tarte aux groseilles et amandes,https://www.marmiton.org/recettes/recette_tarte-aux-groseilles-et-amandes_39283.aspx
tarte,Tarte pêche - rhubarbe,https://www.marmiton.org/recettes/recette_tarte-peche-rhubarbe_229710.aspx
tarte,"Tarte alsacienne facile aux poires, aux amandes et vanille",https://www.marmiton.org/recettes/recette_tarte-alsacienne-aux-poires-et-aux-amendes-vanille_321600.aspx
tarte,Tarte au sucre au beurre salé,https://www.marmiton.org/recettes/recette_tarte-au-sucre-au-beurre-sale_56134.aspx
tarte,Tarte aux fraises et basilic,https://www.marmiton.org/recettes/recette_tarte-aux-fraises-et-basilic_229288.aspx
tarte,Tarte aux oreillons de pêches et aux amandes,https://www.marmiton.org/recettes/recette_tarte-aux-oreillons-de-peches-et-aux-amandes_29808.aspx
tarte,Tarte aux pommes à la cannelle,https://www.marmiton.org/recettes/recette_tarte-aux-pommes-a-la-cannelle_12925.aspx
tarte,Tarte flan aux fruits rouges meringuée,https://www.marmiton.org/recettes/recette_tarte-flan-aux-fruits-rouges-meringuee_50130.aspx
tarte,Tarte poire et chocolat au Cooking Chef,https://www.marmiton.org/recettes/recette_tarte-poire-et-chocolat-au-cooking-chef_383826.aspx
tarte,Tarte Tropézienne à la fleur d'oranger,https://www.marmiton.org/recettes/recette_tarte-tropezienne-a-la-fleur-d-oranger_92700.aspx
tarte,Tartelette de fraise à la crème Tagada,https://www.marmiton.org/recettes/recette_tartelette-de-fraise-a-la-creme-tagada_324562.aspx
entréechaude,Velouté potiron-panais,https://www.marmiton.org/recettes/recette_veloute-potiron-panais_166622.aspx
entréechaude,Velouté rose aux vieux légumes,https://www.marmiton.org/recettes/recette_veloute-rose-aux-vieux-legumes_105701.aspx
entréechaude,Soupe de potimarron,https://www.marmiton.org/recettes/recette_soupe-de-potimarron_18524.aspx
entréechaude,Velouté aux cèpes de la mère Anne,https://www.marmiton.org/recettes/recette_veloute-aux-cepes-de-la-mere-anne_34950.aspx
entréechaude,Soupe Tom Kha Kai thaïlandaise au Thermomix,https://www.marmiton.org/recettes/recette_soupe-tom-kha-kai-thailandaise-au-thermomix_382931.aspx
entréechaude,Mousse au chou romanesco au Cookeo,https://www.marmiton.org/recettes/recette_mousse-au-chou-romanesco-au-cookeo_382871.aspx
entréechaude,Soupe au poulet et légumes,https://www.marmiton.org/recettes/recette_soupe-au-poulet-et-legumes_51111.aspx
entréechaude,soupe complète pour l'hiver,https://www.marmiton.org/recettes/recette_soupe-complete-pour-l-hiver_63801.aspx
entréechaude,Soupe de carotte à la vache qui rit,https://www.marmiton.org/recettes/recette_soupe-de-carotte-a-la-vache-qui-rit_29478.aspx
entréechaude,Soupe asiatique au poulet,https://www.marmiton.org/recettes/recette_soupe-asiatique-au-poulet_169556.aspx
entréechaude,Soupe de courgettes à la Vache qui rit® au Cooking Chef,https://www.marmiton.org/recettes/recette_soupe-de-courgettes-a-la-vache-qui-rit-au-cooking-chef_382655.aspx
entréechaude,Soupe de lentilles au chorizo (Espagne),https://www.marmiton.org/recettes/recette_soupe-de-lentilles-au-chorizo-espagne_32758.aspx
entréechaude,Soupe de potiron légère et facile,https://www.marmiton.org/recettes/recette_soupe-de-potiron-legere-et-facile_18623.aspx
entréechaude,Soupe paysanne corse,https://www.marmiton.org/recettes/recette_soupe-paysanne-corse_95116.aspx
entréechaude,Soupe Tom Kha Kai thaïlandaise au Cookeo,https://www.marmiton.org/recettes/recette_soupe-tom-kha-kai-thailandaise-au-cookeo_382926.aspx
entréechaude,Velouté de champignons au Companion,https://www.marmiton.org/recettes/recette_veloute-de-champignons-au-companion_382722.aspx
entréechaude,Velouté de panais au curry,https://www.marmiton.org/recettes/recette_veloute-de-panais-au-curry_345316.aspx
entréechaude,Oeufs mollets à la Florentine,https://www.marmiton.org/recettes/recette_oeufs-mollets-a-la-florentine_219680.aspx
entréechaude,Soufflé à la bisque de homard,https://www.marmiton.org/recettes/recette_souffle-a-la-bisque-de-homard_88220.aspx
entréechaude,Soupe au potiron et au curry,https://www.marmiton.org/recettes/recette_soupe-au-potiron-et-au-curry_34880.aspx
entréechaude,Soupe d'hiver aux pommes de terre,https://www.marmiton.org/recettes/recette_soupe-d-hiver-aux-pommes-de-terre_20525.aspx
entréechaude,Tourte aux poireaux et lardons,https://www.marmiton.org/recettes/recette_tourte-aux-poireaux-et-lardons_254559.aspx
entréechaude,Soupe repas dite 'Grosse Soupe' en Wallonie (Belgique) ,https://www.marmiton.org/recettes/recette_soupe-repas-dite-grosse-soupe-en-wallonie-belgique_25109.aspx
entréechaude,Tartine d'hiver aux fromages,https://www.marmiton.org/recettes/recette_tartine-d-hiver-aux-fromages_53533.aspx
entréechaude,Soupe de fanes de radis froide,https://www.marmiton.org/recettes/recette_soupe-de-fanes-de-radis-froide_310687.aspx
entréechaude,Soupe aux potirons - Pumpkin Soup,https://www.marmiton.org/recettes/recette_soupe-aux-potirons-pumpkin-soup_64456.aspx
entréechaude,Soupe de potiron et céleri rave,https://www.marmiton.org/recettes/recette_soupe-potiron-et-celeri-rave_221167.aspx
entréechaude,Soupe mexicaine aux lentilles,https://www.marmiton.org/recettes/recette_soupe-mexicaine-aux-lentilles_15323.aspx
entréechaude,Tartines de camembert au four,https://www.marmiton.org/recettes/recette_tartines-de-camembert-au-four_63062.aspx
entréechaude,Tourte aux cèpes,https://www.marmiton.org/recettes/recette_tourte-aux-cepes_221948.aspx
abats,Escalopes de foie gras poêlées au cacao,https://www.marmiton.org/recettes/recette_escalopes-de-foie-gras-poelees-au-cacao_19692.aspx
abats,feuilleté de foies de volaille,https://www.marmiton.org/recettes/recette_feuillete-de-foies-de-volaille_41453.aspx
abats,Foie de lotte à la gelée de sauterne,https://www.marmiton.org/recettes/recette_foie-de-lotte-a-la-gelee-de-sauterne_19174.aspx
abats,Foie de porc à l'ananas,https://www.marmiton.org/recettes/recette_foie-de-porc-a-l-ananas_195316.aspx
abats,Foie de veau au Porto et aux raisins secs,https://www.marmiton.org/recettes/recette_foie-de-veau-au-porto-et-aux-raisins-secs_27939.aspx
abats,foie de veau braisé au porto,https://www.marmiton.org/recettes/recette_foie-de-veau-braise-au-porto_42751.aspx
abats,Foie gras au torchon au Sauternes,https://www.marmiton.org/recettes/recette_foie-gras-au-torchon-au-sauternes_35184.aspx
abats,Foie gras aux poires et cognac,https://www.marmiton.org/recettes/recette_foie-gras-aux-poires-et-cognac_71568.aspx
abats,Foie gras d'oie en terrine,https://www.marmiton.org/recettes/recette_foie-gras-d-oie-en-terrine_28395.aspx
abats,Foie gras de canard  poêlé à la mayacoise,https://www.marmiton.org/recettes/recette_foie-gras-de-canard-poele-a-la-mayacoise_13848.aspx
abats,Foie gras frais sur lit de pain d'épices,https://www.marmiton.org/recettes/recette_foie-gras-frais-sur-lit-de-pain-d-epices_16143.aspx
abats,Foies de volaille et champignons à la Packo,https://www.marmiton.org/recettes/recette_foies-de-volaille-et-champignons-a-la-packo_347323.aspx
abats,Langue de boeuf préparée à la créole,https://www.marmiton.org/recettes/recette_langue-de-boeuf-preparee-a-la-creole_28565.aspx
abats,Langue de boeuf sauce chasseur,https://www.marmiton.org/recettes/recette_langue-de-boeuf-sauce-chasseur_26410.aspx
abats,Oie farcie au foie gras et au miel,https://www.marmiton.org/recettes/recette_oie-farcie-au-foie-gras_232742.aspx
abats,Paté de foie à l'armagnac,https://www.marmiton.org/recettes/recette_pate-de-foie-a-l-armagnac_308533.aspx
abats,Pâté de foie au poivre vert (stérilisation en bocaux),https://www.marmiton.org/recettes/recette_pate-de-foie-au-poivre-vert-sterilisation-en-bocaux_63267.aspx
abats,Pâté de foie gras à la strasbourgeoise,https://www.marmiton.org/recettes/recette_pate-de-foie-gras-a-la-strasbourgeoise_56001.aspx
abats,Pâté de foie sans four,https://www.marmiton.org/recettes/recette_pate-de-foie-sans-four_15534.aspx
abats,Petits gratins de champignons crème légère au foie gras,https://www.marmiton.org/recettes/recette_petits-gratins-de-champignons-creme-legere-au-foie-gras_35591.aspx
abats,Profiteroles aux 2 foies gras,https://www.marmiton.org/recettes/recette_profiteroles-aux-2-foies-gras_18879.aspx
abats,Ramequins au ris de veau,https://www.marmiton.org/recettes/recette_ramequins-au-ris-de-veau_34743.aspx
abats,Ris de veau aux olives et quenelles,https://www.marmiton.org/recettes/recette_ris-de-veau-aux-olives-et-quenelles_25937.aspx
abats,Risotto asperge - graisse de foie gras,https://www.marmiton.org/recettes/recette_risotto-asperge-graisse-de-foie-gras_175725.aspx
abats,"Salade de foie de volaille, dite 'Salade Sébastiano' ",https://www.marmiton.org/recettes/recette_salade-de-foie-de-volaille-dite-salade-sebastiano_31148.aspx
abats,Tagliatelles de st jacques au foie frais,https://www.marmiton.org/recettes/recette_tagliatelles-de-st-jacques-au-foie-frais_44496.aspx
abats,Tarte Payernoise  à la mousse de foie (Suisse),https://www.marmiton.org/recettes/recette_tarte-payernoise-a-la-mousse-de-foie-suisse_60469.aspx
abats,"terrine foies de volaille ""mais c'est fameux""",https://www.marmiton.org/recettes/recette_terrine-foies-de-volaille-mais-c-est-fameux_167567.aspx
abats,Terrine ris de veau foie gras,https://www.marmiton.org/recettes/recette_terrine-ris-de-veau-foie-gras_23973.aspx
abats,Toast au foie gras et champignons ,https://www.marmiton.org/recettes/recette_toast-au-foie-gras-et-champignons_19432.aspx
"pâtes,riz,semoule","Pâtes au cacao, sauce mascarpone",https://www.marmiton.org/recettes/recette_pates-au-cacao-sauce-mascarpone_54022.aspx
"pâtes,riz,semoule","Pâtes au poulet,  poivrons et champignons",https://www.marmiton.org/recettes/recette_pates-au-poulet-poivrons-et-champignons_49227.aspx
"pâtes,riz,semoule",Risotto de quinoa,https://www.marmiton.org/recettes/recette_risotto-de-quinoa_71222.aspx
"pâtes,riz,semoule","Lasagnes aux légumes de Provence, chèvre et lardons",https://www.marmiton.org/recettes/recette_lasagnes-aux-legumes-de-provence-chevre-et-lardons_62336.aspx
"pâtes,riz,semoule",Pâtes aux artichauts italiens et à la coppa,https://www.marmiton.org/recettes/recette_pates-aux-artichauts-italiens-et-a-la-coppa_88818.aspx
"pâtes,riz,semoule",Pommes de terre et pâtes à la sauce tomate,https://www.marmiton.org/recettes/recette_pommes-de-terre-a-la-sauce-tomate_194986.aspx
"pâtes,riz,semoule",Spaghetti aux carottes sauce moutarde,https://www.marmiton.org/recettes/recette_spaghetti-aux-carottes-sauce-moutarde_67403.aspx
"pâtes,riz,semoule",Spaghetti aux courgettes,https://www.marmiton.org/recettes/recette_spaghetti-aux-courgettes_10951.aspx
"pâtes,riz,semoule",Vermicelles de riz braisés,https://www.marmiton.org/recettes/recette_vermicelles-de-riz-braises_14351.aspx
"pâtes,riz,semoule",Gratin de macaroni par Laurent Mariotte,https://www.marmiton.org/recettes/recette_gratin-de-macaroni-par-laurent-mariotte_533442.aspx
"pâtes,riz,semoule",Pâtes à la Portugaise de Belle Maman,https://www.marmiton.org/recettes/recette_pates-a-la-portugaise-de-belle-maman_309775.aspx
"pâtes,riz,semoule",Tagliatelles aux scampis tomate-crème,https://www.marmiton.org/recettes/recette_tagliatelles-aux-scampis-tomate-creme_225710.aspx
"pâtes,riz,semoule",Risotto de crozets au beaufort,https://www.marmiton.org/recettes/recette_risotto-de-crozets-au-beaufort_66286.aspx
"pâtes,riz,semoule","Lasagnes végétariennens aux légumes d'été (courgette, aubergine,...",https://www.marmiton.org/recettes/recette_lasagnes-d-ete_310634.aspx
"pâtes,riz,semoule","Tagliatelles aux épinards, à la féta et au saumon fumé",https://www.marmiton.org/recettes/recette_tagliatelles-aux-epinards-a-la-feta-et-au-saumon-fume_195657.aspx
"pâtes,riz,semoule",Penne aux asperges,https://www.marmiton.org/recettes/recette_penne-aux-asperges_195246.aspx
"pâtes,riz,semoule",Riz portuguais de ma maman,https://www.marmiton.org/recettes/recette_riz-portuguais-de-ma-maman_55650.aspx
"pâtes,riz,semoule",Tagliatelles à la crème de basilic,https://www.marmiton.org/recettes/recette_tagliatelles-a-la-creme-de-basilic_26535.aspx
"pâtes,riz,semoule",Gratin de pâtes au jambon et à la moutarde,https://www.marmiton.org/recettes/recette_gratin-de-pates-au-jambon-et-a-la-moutarde_56334.aspx
"pâtes,riz,semoule",Pasta ai fagioli (minestrone épicé aux petites nouilles),https://www.marmiton.org/recettes/recette_pasta-ai-fagioli-minestrone-epice-aux-petites-nouilles_333648.aspx
"pâtes,riz,semoule",Lasagnes à la viande et légumes du soleil,https://www.marmiton.org/recettes/recette_lasagnes-a-la-viande-et-legumes-du-soleil_56196.aspx
"pâtes,riz,semoule",Spaghetti sardine à l'huile et aneth,https://www.marmiton.org/recettes/recette_spaghetti-sardine-a-l-huile-et-aneth_92164.aspx
"pâtes,riz,semoule",Riz au thon et à la tomate,https://www.marmiton.org/recettes/recette_riz-au-thon-et-a-la-tomate_22410.aspx
"pâtes,riz,semoule",Tagiatelles au saumon frais au Thermomix,https://www.marmiton.org/recettes/recette_tagiatelles-au-saumon-frais-au-thermomix_383617.aspx
"pâtes,riz,semoule",Pâtes au homard,https://www.marmiton.org/recettes/recette_pates-au-homard_338350.aspx
"pâtes,riz,semoule",Riz espagnol au four (arroz al horno),https://www.marmiton.org/recettes/recette_riz-espagnol-au-four-arroz-al-horno_26760.aspx
"pâtes,riz,semoule",Lasagnes aubergines/courgettes,https://www.marmiton.org/recettes/recette_lasagnes-aubergines-courgettes_49231.aspx
"pâtes,riz,semoule",Pâtes au poivron et chorizo,https://www.marmiton.org/recettes/recette_pates-au-poivron-et-chorizo_342892.aspx
"pâtes,riz,semoule",Risotto au parmesan et au jambon,https://www.marmiton.org/recettes/recette_risotto-au-parmesan-et-au-jambon_32608.aspx
"pâtes,riz,semoule",Gratin de tagliatelle au jambon,https://www.marmiton.org/recettes/recette_gratin-de-tagliatelle-au-jambon_14910.aspx
soupe,soupe légère aux brocolis ,https://www.marmiton.org/recettes/recette_soupe-legere-aux-brocolis_28042.aspx
soupe,Minestrone au pistou au Monsieur Cuisine,https://www.marmiton.org/recettes/recette_minestrone-au-pistou-au-monsieur-cuisine_382863.aspx
soupe,Potage à l'orge et à la viande des Grisons au Cookeo,https://www.marmiton.org/recettes/recette_potage-a-l-orge-et-a-la-viande-des-grisons-au-cookeo_382892.aspx
soupe,Soupe épicée à l'aubergine,https://www.marmiton.org/recettes/recette_soupe-epicee-a-l-aubergine_63023.aspx
soupe,Soupe potiron-poivron au curry,https://www.marmiton.org/recettes/recette_soupe-potiron-exotique_335880.aspx
soupe,Soupe aux flocons d'avoine,https://www.marmiton.org/recettes/recette_soupe-aux-flocons-d-avoine_29702.aspx
soupe,Soupe de légumes qui a du goût,https://www.marmiton.org/recettes/recette_soupe-de-legumes-qui-a-du-gout_372560.aspx
soupe,Velouté de Fenouil-Potiron,https://www.marmiton.org/recettes/recette_veloute-de-fenouil-potiron_170740.aspx
soupe,Velouté aux cèpes de la mère Anne,https://www.marmiton.org/recettes/recette_veloute-aux-cepes-de-la-mere-anne_34950.aspx
soupe,Soupe verte diététique économique,https://www.marmiton.org/recettes/recette_soupe-verte-dietetique-economique_85623.aspx
soupe,Velouté d'artichaut au chocolat blanc,https://www.marmiton.org/recettes/recette_veloute-d-artichaut-au-chocolat-blanc_332717.aspx
soupe,Mon minestrone d'hiver (soupe non mixée),https://www.marmiton.org/recettes/recette_mon-minestrone-d-hiver-soupe-non-mixee_231971.aspx
soupe,Soupe courgette épinards au chèvre,https://www.marmiton.org/recettes/recette_soupe-courgette-epinards-au-chevre_82126.aspx
soupe,Soupe courgette-champignon,https://www.marmiton.org/recettes/recette_soupe-courgette-champignon_332315.aspx
soupe,Mloukhia / Mlookhiyah ou corette soupe,https://www.marmiton.org/recettes/recette_mloukhia-mlookhiyah-ou-corette-soupe_18065.aspx
soupe,Soupe lentilles et tomates légère,https://www.marmiton.org/recettes/recette_soupe-lentilles-et-tomates-legere_56156.aspx
soupe,Bouillon paysan,https://www.marmiton.org/recettes/recette_bouillon-paysan_53179.aspx
soupe,Velouté de persil,https://www.marmiton.org/recettes/recette_veloute-de-persil_36419.aspx
soupe,Molokheya (soupe égyptienne),https://www.marmiton.org/recettes/recette_molokheya-soupe-egyptienne_30986.aspx
soupe,"Soupe pommes de terre, carottes et petits pois",https://www.marmiton.org/recettes/recette_soupe-pommes-de-terre-carottes-et-petits-pois_343194.aspx
soupe,"Soupe au poivron, aux oignons et à la courgette",https://www.marmiton.org/recettes/recette_soupe-poivron-oignons-courgette_223783.aspx
soupe,Soupe de carotte à la vache qui rit,https://www.marmiton.org/recettes/recette_soupe-de-carotte-a-la-vache-qui-rit_29478.aspx
soupe,soupe au pistou express,https://www.marmiton.org/recettes/recette_soupe-au-pistou-express_19830.aspx
soupe,Soupe aux fanes de radis sans pomme de terre,https://www.marmiton.org/recettes/recette_soupe-aux-fanes-de-radis-sans-pomme-de-terre_30071.aspx
soupe,Soupe glacée au concombre,https://www.marmiton.org/recettes/recette_soupe-glacee-au-concombre_21131.aspx
soupe,soupe asiatique rapide,https://www.marmiton.org/recettes/recette_soupe-asiatique-rapide_39739.aspx
soupe,Soupe de Lentilles Jaunes,https://www.marmiton.org/recettes/recette_soupe-de-lentilles-jaunes_10647.aspx
soupe,soupe de pois cassés au chorizo,https://www.marmiton.org/recettes/recette_soupe-de-pois-casses-au-chorizo_57061.aspx
soupe,Bouillon express aux oignons nouveaux,https://www.marmiton.org/recettes/recette_bouillon-express-aux-oignons-nouveaux_225676.aspx
soupe,Potage (espagnol),https://www.marmiton.org/recettes/recette_potage-espagnol_230263.aspx
viande,Rognons blancs d'agneau crème persillée,https://www.marmiton.org/recettes/recette_rognons-blancs-d-agneau-creme-persillee_67208.aspx
viande,Gigot d'agneau cuit au yaourt / tave kosi (Albanie),https://www.marmiton.org/recettes/recette_gigot-d-agneau-cuit-au-yaourt-tave-kosi-albanie_17716.aspx
viande,Sot-l'y-laisse de dinde en blanquette,https://www.marmiton.org/recettes/recette_sot-l-y-laisse-de-dinde-en-blanquette_96265.aspx
viande,Blanquette de boudin blanc,https://www.marmiton.org/recettes/recette_blanquette-de-boudin-blanc_312690.aspx
viande,Boeuf bourguignon régime,https://www.marmiton.org/recettes/recette_boeuf-bourguignon-regime_173064.aspx
viande,Oeufs cocotte au foie gras,https://www.marmiton.org/recettes/recette_oeufs-cocotte-au-foie-gras_24981.aspx
viande,"Steak haché au four, oignon, tomate et emmental",https://www.marmiton.org/recettes/recette_steak-hache-au-four_220859.aspx
viande,Rôti de porc confit,https://www.marmiton.org/recettes/recette_roti-de-porc-confit_88286.aspx
viande,Sauté de porc à l'ananas très facile,https://www.marmiton.org/recettes/recette_saute-de-porc-a-l-ananas-tres-facile_66650.aspx
viande,Foie gras en brioche,https://www.marmiton.org/recettes/recette_foie-gras-en-brioche_11641.aspx
viande,Poulet mariné à la plancha,https://www.marmiton.org/recettes/recette_poulet-marine-a-la-plancha_85630.aspx
viande,Darnes de cabillaud aux poireaux et au curry,https://www.marmiton.org/recettes/recette_darnes-de-cabillaud-aux-poireaux-et-au-curry_16986.aspx
viande,Hamburger au bacon,https://www.marmiton.org/recettes/recette_hamburger-au-bacon_171124.aspx
viande,Boudin noir aux pommes et miel,https://www.marmiton.org/recettes/recette_boudin-noir-aux-pommes-et-miel_88139.aspx
viande,"Civet de sanglier (sans marinade, ni vin)",https://www.marmiton.org/recettes/recette_civet-de-sanglier-sans-marinade-ni-vin_304654.aspx
viande,Falafels au four,https://www.marmiton.org/recettes/recette_falafels-au-four_310120.aspx
viande,Mousse de foie de volaille,https://www.marmiton.org/recettes/recette_mousse-de-foie-de-volaille_53252.aspx
viande,Poulet mariné au paprika et citron,https://www.marmiton.org/recettes/recette_poulet-marine-au-paprika-et-citron_68517.aspx
viande,Boeuf Bourguignon au Thermomix,https://www.marmiton.org/recettes/recette_boeuf-bourguignon-au-thermomix_375095.aspx
viande,Blanquette de veau de Grand Mère Mémé,https://www.marmiton.org/recettes/recette_blanquette-de-veau-de-grand-mere-meme_65456.aspx
viande,Poulet aux courgettes et au curry,https://www.marmiton.org/recettes/recette_poulet-aux-courgettes-et-au-curry_56575.aspx
viande,Keftedes (boulettes de viande au citron) (Grèce),https://www.marmiton.org/recettes/recette_keftedes-boulettes-de-viande-au-citron-grece_14392.aspx
viande,Selle de sanglier sauce grand veneur,https://www.marmiton.org/recettes/recette_selle-de-sanglier-sauce-grand-veneur_11304.aspx
viande,Pintade aux morilles,https://www.marmiton.org/recettes/recette_pintade-aux-morilles_59482.aspx
viande,"Sauté de porc au paprika, lardons et champignons",https://www.marmiton.org/recettes/recette_saute-de-porc-au-paprika-lardons-et-champignons_33248.aspx
